PM2.5,PM10,SO2,CO,NO2,O3,HUM,PRES,WSPD,TEMP,ACTV,Case,elapsed
0.16968541463081366,0.10474485223728827,0.15384615385009862,0.1046511627386425,0.13054187194152367,0.5087209304691725,0.6406504065320114,0.958705356803095,0.2710472278289743,0.7366336633559063,0.10562794481206765,0.148,0.1951219512195122
0.16205910387918404,0.10026857652636192,0.14652014654221848,0.1046511627386425,0.13546798021713097,0.4927325583832477,0.6878048780426731,0.9583333333658854,0.30595482538615926,0.7504950494950691,0.10689742935143352,0.14400000000000002,0.21951219512195125
0.15443279312755442,0.09310653536381261,0.15018315020897904,0.11046511651805027,0.1379310345273484,0.40406976758619517,0.7479674797155134,0.9575892838873006,0.2751540040713584,0.7663366336145083,0.10834383478542721,0.148,0.24390243902439024
0.12678741653611908,0.06893464636187382,0.15018315020897904,0.11046511651805027,0.12315270935569898,0.32412790705482697,0.7869918699744068,0.9575892838873006,0.30595482538615926,0.7782178217733948,0.1101130430798913,0.14,0.2682926829268293
0.10200190655995768,0.04476275735993504,0.15384615385009862,0.11046511651805027,0.10344827585671822,0.27180232566421036,0.8260162602333003,0.9594494036775141,0.30595482538615926,0.7742574258128418,0.11492404836178931,0.124,0.2926829268292683
0.08198284078688224,0.027752909583213456,0.15750915751685918,0.11046511651805027,0.09852216747766264,0.24418604662520282,0.8227642276643005,0.9609375000305176,0.371663244258145,0.7683168315947848,0.13023856387520466,0.116,0.3170731707317073
0.12106768350576198,0.05998209487735323,0.15750915751685918,0.12209302326291235,0.12807881780372005,0.26308139539852626,0.7869918699744068,0.9616815469049367,0.30595482538615926,0.7683168315947848,0.14599382965702307,0.1,0.34146341463414637
0.15729265967609807,0.09310653536381261,0.15384615385009862,0.1337209304147512,0.16748768469823339,0.30377906983606007,0.7934959349985856,0.9613095234677271,0.2751540040713584,0.7801980197536711,0.1637604057700227,0.092,0.36585365853658536
0.16205910387918404,0.09847806620439067,0.15750915751685918,0.13953488378718226,0.20197044331713948,0.2688953489768118,0.8113821138435323,0.9598214271147232,0.24024640651417345,0.7980198018533868,0.18096518070489637,0.092,0.3902439024390244
0.15729265967609807,0.09221128017149305,0.14652014654221848,0.1337209304147512,0.22167487676439612,0.2645348838439697,0.8260162602333003,0.9579613099286763,0.2710472278289743,0.8099009900122733,0.19873486097149995,0.08,0.4146341463414634
