PM2.5,PM10,SO2,CO,NO2,O3,HUM,PRES,WSPD,TEMP,ACTV,Case,elapsed
0.6180543968351386,0.5494943303245728,0.13123359580052493,0.4644808742925538,0.5314401622440528,0.47842947148785875,0.6538789429588808,0.45495495394870034,0.3850430914752946,0.5261813537514237,0.5698262613832545,0.0,0.0
0.6253545802650647,0.5460082746545857,0.1377952755905512,0.4644808742925538,0.47038539556295184,0.5310227822172637,0.6777493606302941,0.47011434381353734,0.30963302747975197,0.5202213707797436,0.5226516601372102,0.0,0.0
0.5792758217181113,0.49757891516447716,0.12335958005249345,0.43260473585758674,0.4064908722325954,0.5727581190917364,0.702813299247938,0.47338877207673313,0.3081734778549734,0.5190293741854075,0.477594877883027,0.0005934718100890207,0.06666666666666667
0.5298681794738495,0.45349371748909606,0.12029746286089238,0.4007285974226197,0.3809330629004528,0.5920988849603945,0.6956521739286111,0.471933470626424,0.307200444723136,0.5122747268254499,0.43231703152687484,0.0011869436201780415,0.13333333333333333
0.4895711662959054,0.41786699351976264,0.11248593923884515,0.3825136612196045,0.3675456388915463,0.6131846823214573,0.6751918159245426,0.46777546627478284,0.3065054212034929,0.5108556832494118,0.3972936304338379,0.0011869436201780415,0.2
0.45052561330471874,0.37925222183329743,0.10686164225721784,0.3642987250165891,0.32129817445878683,0.6960736788723368,0.6419437340336601,0.4708939699023391,0.3065054212034929,0.5159642400754691,0.32891414405086705,0.0017804154302670622,0.26666666666666666
0.4034707156789393,0.33650015313445525,0.10686164225721784,0.33242258658162216,0.2799188640871676,0.7644207462859129,0.5473145779515439,0.4740124728022437,0.3419516262515817,0.5159642400754691,0.2700695540693935,0.002373887240356083,0.3333333333333333
0.3113632570766008,0.2611094085373802,0.10311211098425199,0.27777777765381506,0.2799188640871676,0.7600581675040046,0.46291560105049034,0.4667359655506971,0.3419516262515817,0.5193699446341207,0.23267324657081503,0.002967359050445104,0.4
0.26781244779853736,0.2261722341773729,0.10311211098425199,0.25500910747973626,0.2701825557945017,0.7993213764393867,0.36061381085111954,0.455301453947512,0.3732276897439468,0.5346956151361326,0.20102635186152365,0.0035608308605341245,0.4666666666666667
0.25129317533067097,0.21743794056323681,0.10686164225721784,0.24134790524778452,0.2726166328250718,0.8109549197899469,0.3094629156619201,0.45010394887178506,0.40867389493799045,0.5449127288120873,0.17800357618960075,0.002967359050445104,0.5333333333333333
0.23827799096523447,0.20870364698127977,0.11248593923884515,0.2322404369868962,0.26044624750183576,0.8458555496380403,0.19181585686998393,0.4532224517716905,0.37739783144562533,0.5534269901967961,0.16968723692836293,0.002373887240356083,0.6
0.2467879191839578,0.21743794056323681,0.12185976758530184,0.22768670301583274,0.25070993920916984,0.8734852150192755,0.16368286456963266,0.45218295104760475,0.467055879929132,0.5602383993140991,0.1624449870154048,0.002373887240356083,0.6666666666666666
0.258801935540152,0.2326080294584504,0.11811023622047243,0.2322404369868962,0.22880324542288244,0.8342220066946541,0.14066496168078446,0.45218295104760475,0.565054211815996,0.5704555129662139,0.15119741054175137,0.0017804154302670622,0.7333333333333333
0.24778908722824103,0.21835733990289605,0.10498687664041995,0.21857923507370583,0.19959432054488468,0.7673291320726562,0.25319693106121755,0.4542619532234262,0.6192660549595038,0.5568326947554476,0.13467988802391304,0.0011869436201780415,0.8
0.2537960953888177,0.21881703955663614,0.09373828271653542,0.21402550078388097,0.18012170378916748,0.7251575373505306,0.3657289002626226,0.46049895902323623,0.6192660549595038,0.5381013196947841,0.126524766817419,0.0005934718100890207,0.8666666666666667
0.24628733517933663,0.20916334663501981,0.07874015748031496,0.21402550078388097,0.1922920892827889,0.6669898204959365,0.49360613805659315,0.4698544684506043,0.5879899916130936,0.5210727969253665,0.12149560111048888,0.0,0.9333333333333333
0.6297346903931021,0.7146797427534225,0.8267716535433071,0.6238615664673889,0.8892494928940488,0.5293262237738011,0.40920716115553935,0.5616770598196101,0.0834028356390786,0.542074641683851,0.5603095108066282,0.0,0.0
0.7436175537220745,0.826769843791593,0.800524934383202,0.7115209471635483,0.8281947262129478,0.5233882693743723,0.4047314578309601,0.5756236989609587,0.0834028356390786,0.5470412941523045,0.5201747645688741,0.0,0.0
