,Unnamed: 0,date,city,PM2.5,PM10,SO2,CO,NO2,O3,HUM,PRES,WSPD,TEMP,ACTV,MORB%,Case,log(Case+1),log(MORB%+1),elapsed
771,771,2020-03-31,厦门,18.33333333333333,28.33333333333333,4.666666666666667,0.3666666666666671,27.33333333333333,53.33333333333334,92.0,1000.0,2.9666666666666663,14.833333333333336,4.628100000000001,1.7347234759768067e-18,0.0,0.0,0.0,66
772,772,2020-04-01,厦门,19.33333333333333,28.66666666666667,4.0,0.4333333333333336,27.33333333333333,60.0,98.0,998.6666666666665,1.6333333333333329,15.333333333333336,5.102400000000001,1.7347234759768067e-18,0.0,0.0,0.0,67
773,773,2020-04-02,厦门,18.33333333333333,29.66666666666667,4.666666666666667,0.4000000000000003,22.0,75.33333333333333,88.66666666666669,1000.0,1.6333333333333329,16.166666666666668,5.067300000000002,1.7347234759768067e-18,0.0,0.0,0.0,68
774,774,2020-04-03,厦门,19.666666666666668,29.33333333333333,4.333333333333333,0.4000000000000003,20.0,82.0,87.33333333333331,1001.6666666666665,1.6333333333333329,16.833333333333332,4.991133333333335,1.7347234759768067e-18,0.0,0.0,0.0,69
775,775,2020-04-04,厦门,20.0,29.0,5.0,0.3666666666666671,19.33333333333333,80.66666666666667,87.33333333333331,1003.3333333333335,2.9666666666666663,16.666666666666668,4.3889000000000005,1.7347234759768067e-18,0.0,0.0,0.0,70
776,776,2020-04-05,厦门,22.33333333333333,35.666666666666664,5.0,0.3666666666666671,18.33333333333333,82.66666666666667,85.0,1004.0,3.5333333333333328,16.0,3.795166666666668,1.7347234759768067e-18,0.0,0.0,0.0,71
777,777,2020-04-06,厦门,22.0,40.0,5.0,0.3666666666666671,23.0,88.66666666666669,69.33333333333333,1004.3333333333335,4.099999999999999,15.166666666666664,3.347566666666668,1.7347234759768067e-18,0.0,0.0,0.0,72
778,778,2020-04-07,厦门,23.33333333333333,43.33333333333334,5.666666666666668,0.3666666666666671,27.0,91.33333333333331,69.33333333333333,1003.6666666666665,3.5333333333333328,14.166666666666664,3.9511000000000007,1.7347234759768067e-18,0.0,0.0,0.0,73
779,779,2020-04-08,厦门,21.66666666666667,42.66666666666666,6.333333333333332,0.3666666666666671,31.66666666666667,97.33333333333331,59.0,1002.6666666666665,2.9666666666666663,14.0,4.618966666666668,1.7347234759768067e-18,0.0,0.0,0.0,74
827,827,2020-03-09,合肥,54.66666666666666,54.66666666666666,6.0,0.7333333333333335,38.0,79.33333333333333,91.33333333333331,1006.3333333333335,1.3999999999999992,12.333333333333336,3.4367666666666663,-1.5829351718288365e-17,0.0,0.0,0.0,45
828,828,2020-03-10,合肥,57.66666666666666,52.0,5.333333333333333,0.8000000000000002,35.333333333333336,73.66666666666667,91.66666666666669,1007.6666666666665,2.466666666666665,11.5,3.761,-1.5829351718288365e-17,0.0,0.0,0.0,46
829,829,2020-03-11,合肥,53.66666666666666,52.66666666666666,4.666666666666667,0.8333333333333334,31.33333333333333,76.66666666666667,92.33333333333331,1009.6666666666665,2.466666666666665,9.666666666666666,4.2120000000000015,-1.5829351718288365e-17,0.0,0.0,0.0,47
830,830,2020-03-12,合肥,48.0,61.33333333333334,6.0,0.8333333333333334,34.0,91.66666666666669,86.33333333333331,1012.6666666666665,2.466666666666665,9.5,4.3233000000000015,-1.5829351718288365e-17,0.0,0.0,0.0,48
831,831,2020-03-13,合肥,45.0,66.66666666666667,6.666666666666668,0.7000000000000001,36.66666666666666,84.33333333333333,85.66666666666667,1012.6666666666665,1.3999999999999992,11.166666666666664,4.397866666666666,-1.5829351718288365e-17,0.0,0.0,0.0,49
832,832,2020-03-14,合肥,37.0,64.0,6.666666666666668,0.5666666666666667,38.0,80.33333333333333,84.0,1014.6666666666665,1.3999999999999992,10.833333333333336,4.197533333333333,-1.5829351718288365e-17,0.0,0.0,0.0,50
833,833,2020-03-15,合肥,32.333333333333336,67.33333333333333,6.333333333333332,0.4666666666666667,42.0,86.33333333333331,88.33333333333331,1016.0,1.3999999999999992,10.0,3.9196,-1.5829351718288365e-17,0.0,0.0,0.0,51
834,834,2020-03-16,合肥,29.66666666666667,78.33333333333333,7.666666666666668,0.5,48.33333333333334,98.0,83.33333333333333,1017.0,1.3999999999999992,10.333333333333334,4.0602,-1.5829351718288365e-17,0.0,0.0,0.0,52
835,835,2020-03-17,合肥,35.333333333333336,88.0,8.0,0.5666666666666668,56.33333333333334,104.0,71.33333333333333,1014.3333333333335,2.466666666666665,12.5,4.453600000000002,-1.5829351718288365e-17,0.0,0.0,0.0,53
836,836,2020-03-18,合肥,40.0,90.33333333333331,8.333333333333334,0.6333333333333334,59.33333333333334,107.66666666666669,65.0,1012.3333333333335,1.9666666666666657,14.333333333333336,4.9309666666666665,-1.5829351718288365e-17,0.0,0.0,0.0,54
837,837,2020-03-19,合肥,37.333333333333336,125.0,7.333333333333332,0.5333333333333334,54.66666666666666,107.33333333333331,60.66666666666666,1008.3333333333335,1.9666666666666657,15.166666666666664,4.998733333333334,-1.5829351718288365e-17,0.0,0.0,0.0,55
838,838,2020-03-20,合肥,35.333333333333336,135.66666666666666,8.666666666666666,0.5333333333333333,51.0,113.0,64.66666666666667,1007.3333333333335,0.8999999999999991,15.166666666666664,5.086333333333335,-1.5829351718288365e-17,0.0,0.0,0.0,56
839,839,2020-03-21,合肥,32.666666666666664,127.0,9.666666666666666,0.5333333333333333,44.66666666666666,103.0,66.66666666666667,1005.3333333333335,1.3999999999999992,16.0,4.8821666666666665,-1.5829351718288365e-17,0.0,0.0,0.0,57
840,840,2020-03-22,合肥,34.666666666666664,83.66666666666667,9.666666666666666,0.6000000000000001,40.333333333333336,115.33333333333331,76.66666666666667,1004.6666666666665,1.3999999999999992,17.5,4.576200000000001,-1.5829351718288365e-17,0.0,0.0,0.0,58
841,841,2020-03-23,合肥,29.33333333333333,61.66666666666666,9.333333333333334,0.5666666666666668,37.66666666666666,100.33333333333331,75.33333333333333,1005.6666666666665,1.8999999999999992,17.833333333333332,4.6247,-1.5829351718288365e-17,0.0,0.0,0.0,59
842,842,2020-03-24,合肥,27.66666666666667,60.33333333333334,10.0,0.5666666666666668,40.0,102.66666666666669,73.0,1008.3333333333335,1.8999999999999992,16.666666666666668,4.943266666666667,-1.5829351718288365e-17,0.0,0.0,0.0,60
843,843,2020-03-25,合肥,24.66666666666667,53.33333333333334,10.666666666666666,0.6000000000000001,41.0,79.66666666666667,61.33333333333334,1010.0,2.399999999999999,15.5,5.333266666666668,-1.5829351718288365e-17,0.0,0.0,0.0,61
844,844,2020-03-26,合肥,27.0,45.0,9.666666666666666,0.7000000000000002,38.333333333333336,65.66666666666667,72.33333333333333,1006.3333333333335,1.8999999999999992,17.5,5.2642000000000015,-1.5829351718288365e-17,0.0,0.0,0.0,62
845,845,2020-03-27,合肥,22.0,34.333333333333336,7.0,0.6333333333333334,29.33333333333333,55.0,87.33333333333331,1005.6666666666665,3.3333333333333326,17.833333333333332,5.248733333333335,-1.5829351718288365e-17,0.0,0.0,0.0,63
846,846,2020-03-28,合肥,15.666666666666664,26.0,5.666666666666668,0.5333333333333334,23.66666666666667,62.0,97.33333333333331,1010.0,3.899999999999999,14.166666666666664,4.9771333333333345,-1.5829351718288365e-17,0.0,0.0,0.0,64
847,847,2020-03-29,合肥,12.666666666666664,24.66666666666667,5.333333333333333,0.4333333333333335,20.666666666666668,70.33333333333333,92.0,1015.0,3.899999999999999,9.833333333333334,4.564800000000001,-1.5829351718288365e-17,0.0,0.0,0.0,65
848,848,2020-03-30,合肥,18.0,26.0,5.666666666666668,0.5000000000000001,23.66666666666667,68.33333333333333,90.0,1016.6666666666665,2.466666666666666,6.333333333333332,4.585966666666667,-1.5829351718288365e-17,0.0,0.0,0.0,66
849,849,2020-03-31,合肥,23.33333333333333,27.0,5.666666666666668,0.6000000000000001,31.33333333333333,50.0,89.0,1015.0,1.8999999999999992,7.0,4.793800000000001,-1.5829351718288365e-17,0.0,0.0,0.0,67
850,850,2020-04-01,合肥,27.33333333333333,31.0,5.666666666666668,0.6333333333333334,34.666666666666664,51.0,94.33333333333331,1013.6666666666665,2.399999999999999,7.333333333333332,5.248833333333335,-1.5829351718288365e-17,0.0,0.0,0.0,68
851,851,2020-04-02,合肥,29.33333333333333,40.66666666666666,6.0,0.6333333333333334,37.66666666666666,65.33333333333333,94.0,1014.3333333333335,2.399999999999999,9.333333333333334,5.230366666666668,-1.5829351718288365e-17,0.0,0.0,0.0,69
852,852,2020-04-03,合肥,30.0,52.33333333333334,7.0,0.5666666666666668,39.0,96.0,90.0,1014.6666666666665,2.399999999999999,10.666666666666666,5.334266666666667,-1.5829351718288365e-17,0.0,0.0,0.0,70
853,853,2020-04-04,合肥,36.66666666666666,70.33333333333333,8.0,0.5666666666666668,45.0,116.33333333333331,85.33333333333333,1015.6666666666665,1.8999999999999992,12.0,5.054866666666666,-1.5829351718288365e-17,0.0,0.0,0.0,71
854,854,2020-04-05,合肥,31.66666666666667,77.0,8.0,0.5666666666666668,45.0,109.66666666666669,80.66666666666667,1017.6666666666665,2.466666666666665,12.666666666666664,4.7166,-1.5829351718288365e-17,0.0,0.0,0.0,72
855,855,2020-04-06,合肥,31.33333333333333,77.66666666666667,9.333333333333334,0.6000000000000001,45.33333333333334,106.66666666666669,75.0,1018.3333333333335,2.466666666666665,12.666666666666664,4.4370666666666665,-1.5829351718288365e-17,0.0,0.0,0.0,73
856,856,2020-04-07,合肥,25.33333333333333,72.0,11.0,0.6000000000000001,50.66666666666666,93.0,68.0,1016.6666666666665,2.466666666666665,12.666666666666664,4.7746,-1.5829351718288365e-17,0.0,0.0,0.0,74
857,857,2020-04-08,合肥,29.33333333333333,72.66666666666667,13.666666666666664,0.6333333333333333,62.0,100.66666666666669,74.33333333333333,1013.0,1.3999999999999992,13.0,5.152866666666668,-1.5829351718288365e-17,0.0,0.0,0.0,75
905,905,2020-03-09,呼和浩特,22.33333333333333,50.33333333333334,14.0,0.8666666666666666,28.0,78.0,61.0,883.3333333333335,2.9666666666666663,1.5,3.724066666666667,0.0,0.0,0.0,0.0,36
906,906,2020-03-10,呼和浩特,25.0,67.0,14.0,0.7999999999999999,23.33333333333333,78.0,43.66666666666666,884.6666666666665,2.9666666666666663,0.3333333333333333,4.019233333333333,0.0,0.0,0.0,0.0,37
907,907,2020-03-11,呼和浩特,28.66666666666667,81.33333333333333,17.0,0.6999999999999998,21.33333333333333,82.0,38.333333333333336,886.0,2.9666666666666663,-0.6666666666666666,4.400033333333333,0.0,0.0,0.0,0.0,38
908,908,2020-03-12,呼和浩特,26.33333333333333,71.33333333333333,17.333333333333332,0.6666666666666665,21.0,80.66666666666667,21.33333333333333,884.3333333333335,3.8333333333333326,-0.1666666666666666,4.461766666666667,0.0,0.0,0.0,0.0,39
909,909,2020-03-13,呼和浩特,20.0,52.66666666666666,15.333333333333336,0.5999999999999999,18.666666666666668,82.0,22.66666666666667,886.3333333333335,4.4,0.1666666666666666,4.5352,0.0,0.0,0.0,0.0,40
910,910,2020-03-14,呼和浩特,11.666666666666664,34.333333333333336,12.333333333333336,0.4999999999999998,12.666666666666664,84.0,19.0,889.3333333333335,3.899999999999999,0.0,4.3535,0.0,0.0,0.0,0.0,41
911,911,2020-03-15,呼和浩特,19.0,44.66666666666666,16.333333333333332,0.6666666666666665,20.33333333333333,86.33333333333331,23.33333333333333,892.0,2.466666666666666,-0.3333333333333333,4.153033333333334,0.0,0.0,0.0,0.0,42
912,912,2020-03-16,呼和浩特,26.66666666666667,56.33333333333334,18.33333333333333,0.7666666666666666,27.33333333333333,89.0,25.0,889.6666666666665,1.8999999999999992,2.1666666666666665,4.230900000000001,0.0,0.0,0.0,0.0,43
913,913,2020-03-17,呼和浩特,32.0,64.66666666666667,19.33333333333333,0.8666666666666666,34.0,92.66666666666669,26.66666666666667,888.3333333333335,2.399999999999999,5.0,4.537533333333335,0.0,0.0,0.0,0.0,44
