,Unnamed: 0,date,city,PM2.5,PM10,SO2,CO,NO2,O3,HUM,PRES,WSPD,TEMP,ACTV,MORB%,Case,log(Case+1),log(MORB%+1),elapsed
63,63,2020-03-25,上海,18.0,35.0,6.666666666666668,0.4333333333333327,33.0,105.66666666666669,55.0,1019.6666666666665,0.6333333333333333,15.166666666666664,5.8449,0.016061677,39.0,3.688879454113936,0.0159340530224345,63
64,64,2020-03-26,上海,25.0,39.333333333333336,7.666666666666668,0.5666666666666661,40.333333333333336,91.0,70.66666666666667,1017.0,0.3666666666666667,16.666666666666668,5.839600000000001,0.01935638,47.0,3.8712010109078916,0.0191714281318935,64
65,65,2020-03-27,上海,21.33333333333333,40.0,7.333333333333332,0.5999999999999993,33.666666666666664,85.0,81.33333333333333,1014.0,0.1,17.666666666666668,5.835633333333334,0.0222392449999999,54.0,4.007333185232471,0.0219955592975115,65
66,66,2020-03-28,上海,18.666666666666668,35.333333333333336,6.333333333333332,0.5666666666666661,30.66666666666667,71.0,88.66666666666669,1015.6666666666665,0.3666666666666667,15.333333333333336,5.171266666666668,0.02141557,52.0,3.970291913552122,0.0211894788982641,66
67,67,2020-03-29,上海,9.666666666666666,30.66666666666667,5.333333333333333,0.4333333333333326,20.33333333333333,78.66666666666667,76.66666666666667,1019.6666666666665,0.6333333333333333,11.166666666666664,4.408466666666668,0.016885353,41.0,3.7376696182833684,0.0167443801317157,67
68,68,2020-03-30,上海,9.666666666666666,25.33333333333333,5.333333333333333,0.4333333333333326,24.66666666666667,76.33333333333333,76.0,1022.0,0.6333333333333333,8.5,4.415000000000002,0.012355136000000001,30.0,3.4339872044851463,0.0122794342067179,68
69,69,2020-03-31,上海,12.333333333333336,26.0,5.333333333333333,0.4666666666666659,30.0,81.0,82.0,1020.6666666666665,0.3666666666666667,9.0,5.027400000000002,0.0098841089999999,24.0,3.218875824868201,0.0098355807052651,69
70,70,2020-04-01,上海,22.0,30.33333333333333,5.666666666666668,0.5333333333333327,31.66666666666667,98.33333333333331,90.0,1018.3333333333335,0.1,11.0,5.777366666666667,0.0098841089999999,24.0,3.218875824868201,0.0098355807052651,70
71,71,2020-04-02,上海,23.33333333333333,37.66666666666666,6.0,0.4999999999999993,30.66666666666667,108.33333333333331,81.0,1019.3333333333335,0.3666666666666667,12.5,5.734233333333336,0.0098841089999999,24.0,3.218875824868201,0.0098355807052651,71
72,72,2020-04-03,上海,27.0,44.33333333333334,6.666666666666668,0.4999999999999993,31.66666666666667,115.66666666666669,72.33333333333333,1021.0,0.3666666666666667,13.333333333333336,5.7476333333333365,0.0070012429999999,17.0,2.8903717578961645,0.0069768480951469,72
73,73,2020-04-04,上海,30.33333333333333,54.66666666666666,7.333333333333332,0.4999999999999993,39.333333333333336,125.0,62.33333333333334,1023.0,0.3666666666666667,13.666666666666664,5.092633333333335,0.0053538919999999,13.0,2.6390573296152584,0.0053396108706317,73
74,74,2020-04-05,上海,29.0,53.33333333333334,7.333333333333332,0.4999999999999993,35.666666666666664,126.66666666666669,61.66666666666666,1024.3333333333333,0.3666666666666667,14.166666666666664,4.4451333333333345,0.0037065409999999,9.0,2.302585092994046,0.0036996887038988,74
